"Shortage reports","DISCLAIMER: The information found within this file is presented in the language in which it was written and submitted."
"Report ID","Drug Identification Number","Report Type","Brand name","Company Name","Common or Proper name",Ingredients,Strength(s),"Packaging size","Route of administration","Shortage status","Dosage form(s)","Anatomical Therapeutical Chemical (ATC) Code","Anatomical Therapeutical Chemical (ATC) description","Anticipated start date","Actual start date","Estimated end date","Actual end date",Reason,"Date Created","Date Updated","Tier 3"
146801,02330733,Shortage,"3% POLOCAINE DENTAL","DENTSPLY CANADA LIMITED","MEPIVACAINE HYDROCHLORIDE","MEPIVACAINE HYDROCHLORIDE",30MG,"50 x 1.8 mL Cartridges","BLOCK/INFILTRATION; BLOCK/INFILTRATION",Resolved,LIQUID,N01BB,"ANESTHETICS, LOCAL",2021-10-07,2021-10-07,2021-12-20,2021-12-03,"Delay in shipping of the drug.",2021-10-07,2022-01-13,No
245633,02192691,Shortage,3TC,"VIIV HEALTHCARE ULC","lamivudine oral solution",LAMIVUDINE,10MG,"240 ml","ORAL; ORAL",Resolved,SOLUTION,J05AF,"DIRECT ACTING ANTIVIRALS",,2024-12-12,2025-02-19,2025-02-21,"Disruption of the manufacture of the drug.",2024-12-13,2025-02-22,No
27274,02248489,Shortage,"4% ASTRACAINE DENTAL WITH EPINEPHRINE 1:200,000 (0.005MG/ML)","DENTSPLY CANADA LIMITED","Articaine Hydrochloride 40 mg/mL and Epinephrine Injection 1:200,000","ARTICAINE HYDROCHLORIDE; EPINEPHRINE","40MG; 0.005MG","100 1.8 mL cartridges/box",BLOCK/INFILTRATION,Resolved,SOLUTION,N01BB,"ANESTHETICS, LOCAL",2018-03-01,2018-03-01,2018-04-30,2018-03-29,"Disruption of the manufacture of the drug.",2017-10-27,2018-03-30,No
49014,02248489,Shortage,"4% ASTRACAINE DENTAL WITH EPINEPHRINE 1:200,000 (0.005MG/ML)","DENTSPLY CANADA LIMITED","articaine HCl with epinephrine","ARTICAINE HYDROCHLORIDE; EPINEPHRINE","40MG; 0.005MG","100 1.8 mL cartridges/box",BLOCK/INFILTRATION,Resolved,SOLUTION,N01BB,"ANESTHETICS, LOCAL",2018-05-10,2018-05-10,2018-07-16,2018-06-15,"Disruption of the manufacture of the drug.",2018-05-10,2018-06-19,No
146798,02248489,Shortage,"4% ASTRACAINE DENTAL WITH EPINEPHRINE 1:200,000 (0.005MG/ML)","DENTSPLY CANADA LIMITED","Articaine Hydrochloride 40 mg/mL and Epinephrine Injection 1:200,000","EPINEPHRINE; ARTICAINE HYDROCHLORIDE","0.005MG; 40MG","100 1.8 mL cartridges/box","BLOCK/INFILTRATION; BLOCK/INFILTRATION",Resolved,SOLUTION,N01BB,"ANESTHETICS, LOCAL",2021-10-07,2021-10-07,2021-11-30,2021-12-15,"Disruption of the manufacture of the drug.",2021-10-07,2022-01-13,No
130182,02248488,Shortage,"4% ASTRACAINE DENTAL WITH EPINEPHRINE FORTE 1:100,000 (0.01MG/ML)","DENTSPLY CANADA LIMITED","Articaine HCl with Epinephrine","ARTICAINE HYDROCHLORIDE; EPINEPHRINE","40MG; 0.01MG","100 1.8 mL Cartridges/box","BLOCK/INFILTRATION; BLOCK/INFILTRATION",Resolved,SOLUTION,N01BB,"ANESTHETICS, LOCAL",,2020-12-15,2021-03-31,2021-03-24,"Delay in shipping of the drug.",2020-12-15,2021-03-31,No
220614,02347695,Shortage,"4% CITANEST FORTE DENTAL WITH EPINEPHRINE 1:200,000","DENTSPLY CANADA LIMITED","Prilocaine Hydrochloride","EPINEPHRINE; PRILOCAINE HYDROCHLORIDE","0.005MG; 40MG","50 x 1.8 mL Cartridges","BLOCK/INFILTRATION; BLOCK/INFILTRATION",Resolved,SOLUTION,N01BB,"ANESTHETICS, LOCAL",2024-02-26,2024-02-26,2024-04-30,2024-06-19,"Delay in shipping of the drug.",2024-02-26,2024-07-03,No
262190,02347695,Shortage,"4% CITANEST FORTE DENTAL WITH EPINEPHRINE 1:200,000","DENTSPLY CANADA LIMITED","Prilocaine Hydrochloride","PRILOCAINE HYDROCHLORIDE; EPINEPHRINE","40MG; 0.005MG","50 x 1.8 mL Cartridges","BLOCK/INFILTRATION; BLOCK/INFILTRATION",Resolved,SOLUTION,N01BB,"ANESTHETICS, LOCAL",2025-07-08,2025-07-08,2025-10-20,2025-10-20,"Delay in shipping of the drug.",2025-07-08,2026-01-16,No
26870,02299135,Shortage,"40 (MEQ)MMOL/L POTASSIUM CHLORIDE PLUS 5% DEXTROSE & 0.9% CHLORURE DE SODIUM/SODIUM CHLORIDE INJECTION USP","HOSPIRA HEALTHCARE CORPORATION","Potassium Chloride in 5% Dextrose and 0.9% Sodium Chloride Injection USP 079109254","DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE","5.0G; 0.3G; 0.9G",1000ML,INTRAVENOUS,Resolved,SOLUTION,B05BB,"I.V. SOLUTIONS",2017-10-17,,2017-11-30,2017-11-30,"Other (Please describe in comments)",2017-10-24,2018-12-28,No
200398,00038903,Shortage,"5% DEXTROSE AND 0.45% SODIUM CHLORIDE","ICU MEDICAL CANADA INC","Dextrose and Sodium Chloride Injection USP","SODIUM CHLORIDE; DEXTROSE","4.5MG; 50MG","1000 mL","INTRAVENOUS; INTRAVENOUS","Avoided shortage",SOLUTION,B05BB,"I.V. SOLUTIONS",2023-09-18,,2023-10-30,2023-09-06,"Disruption of the manufacture of the drug.",2023-07-28,2023-09-06,No
236461,02403536,Shortage,"5% DEXTROSE INJECTION","FRESENIUS KABI CANADA LTD","5% DEXTROSE INJECTION",DEXTROSE,50MG,100mL,"INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",,2024-09-03,2024-09-25,2024-09-27,"Disruption of the manufacture of the drug.",2024-09-03,2024-09-28,No
247474,02403536,Shortage,"5% DEXTROSE INJECTION","FRESENIUS KABI CANADA LTD","5% DEXTROSE INJECTION",DEXTROSE,50MG,100mL,"INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",,2025-01-10,2025-02-07,2025-02-07,"Delay in shipping of the drug.",2025-01-10,2025-02-10,No
34510,01924281,Shortage,"5% DEXTROSE INJECTION USP","B. BRAUN MEDICAL INC",Dextrose,DEXTROSE,50MG,150mL,INTRAVENOUS,Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2017-12-22,2017-12-22,,2019-01-01,"Disruption of the manufacture of the drug.",2018-01-02,2019-11-06,No
92505,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"50 mL (JB0040)",INTRAVENOUS,Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2019-08-27,2019-08-27,2019-10-09,2019-10-09,"Shortage of an active ingredient.",2019-08-27,2019-10-10,No
94473,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"100 mL (JB0089)",INTRAVENOUS,Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2019-09-20,2019-09-20,2019-10-09,2019-10-09,"Shortage of an active ingredient.",2019-09-20,2019-10-10,No
97992,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% Dextrose Injection, USP",DEXTROSE,5G,100mL,INTRAVENOUS,Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2019-11-05,2019-11-05,2019-11-11,2019-11-11,"Demand increase for the drug.",2019-11-05,2019-11-12,No
103477,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"250 mL (JB0048)",INTRAVENOUS,Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2020-01-17,2020-01-17,2020-02-10,2020-02-10,"Demand increase for the drug.",2020-01-17,2020-02-11,No
108434,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"100mL (JB0089M)",INTRAVENOUS,Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2020-03-10,2020-03-10,2020-03-20,2020-03-20,"Demand increase for the drug.",2020-03-10,2020-03-21,No
108635,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"250mL (JB0048)",INTRAVENOUS,Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2020-03-12,2020-03-12,2020-04-07,2020-04-07,"Demand increase for the drug.",2020-03-12,2020-04-08,No
150508,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"50 mL (JB0040)","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2021-12-06,2021-12-06,2022-09-16,2022-09-16,"Disruption of the manufacture of the drug.",2021-12-06,2022-09-17,No
150511,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"100 mL (JB0041P)","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2021-12-06,2021-12-06,2022-09-01,2022-09-01,"Disruption of the manufacture of the drug.",2021-12-06,2022-09-02,No
150514,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"250 mL (JB0048)","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2021-12-06,2021-12-06,2022-08-23,2022-08-23,"Disruption of the manufacture of the drug.",2021-12-06,2022-08-24,No
165961,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"50mL (JB0081P)","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2022-08-04,2022-08-04,2022-09-01,2022-09-01,"Disruption of the manufacture of the drug.",2022-08-03,2022-09-02,No
165965,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"100mL (JB0082P)","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2022-08-04,2022-08-04,2022-08-29,2022-08-29,"Disruption of the manufacture of the drug.",2022-08-03,2022-08-30,No
171211,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"250 mL (JB0062P)","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2022-10-11,2022-10-11,2022-10-25,2022-10-25,"Disruption of the manufacture of the drug.",2022-10-05,2022-10-26,No
171215,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"500mL (JB0048)","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2022-10-14,2022-10-14,2022-11-30,2022-11-30,"Disruption of the manufacture of the drug.",2022-10-05,2022-12-01,No
187084,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"25 mL - JB0080","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2023-03-15,2023-03-15,2023-03-30,2023-03-30,"Disruption of the manufacture of the drug.",2023-03-15,2023-03-31,No
189362,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION",DEXTROSE,5G,"250 ML - JB0048","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2023-04-12,2023-04-12,2023-04-28,2023-04-28,"Disruption of the manufacture of the drug.",2023-04-12,2023-04-29,No
197756,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"25 mL - JB0080","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2023-07-06,2023-07-06,2023-07-28,2023-07-28,"Disruption of the manufacture of the drug.",2023-07-06,2023-07-31,No
206816,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% Dextrose Injection, USP",DEXTROSE,5G,"100 ML - JB0082P","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2023-10-11,2023-10-11,2023-10-23,2023-10-23,"Disruption of the manufacture of the drug.",2023-10-11,2023-10-24,No
229848,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"50ML - JB0040","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2024-06-07,2024-06-07,2024-11-30,2024-11-30,"Disruption of the manufacture of the drug.",2024-06-06,2024-12-02,No
229851,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% Dextrose injection, USP",DEXTROSE,5G,"100 mL - JB0041P","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2024-06-07,2024-06-07,2024-11-30,2024-11-30,"Disruption of the manufacture of the drug.",2024-06-06,2024-12-02,No
234262,00060348,Shortage,"5% DEXTROSE INJECTION, USP","BAXTER CORPORATION","5% DEXTROSE INJECTION, USP",DEXTROSE,5G,"JB0048 (250 mL)","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2024-07-23,2024-07-23,2024-12-16,2024-12-11,"Disruption of the manufacture of the drug.",2024-08-01,2024-12-12,No
30198,00037974,Shortage,"50% DEXTROSE INJECTION USP","HOSPIRA HEALTHCARE CORPORATION","50% DEXTROSE",DEXTROSE,500MG,"25x50mL GVL",INTRAVENOUS,Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",,2018-01-19,,2018-03-02,"Disruption of the manufacture of the drug.",2017-11-22,2018-03-05,No
147116,02014874,Shortage,"70% DEXTROSE INJECTION USP","BAXTER CORPORATION","70% Dextrose Injection, USP",DEXTROSE,70G,"3000mL Bag","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2021-10-16,2021-10-16,2021-11-04,2021-11-04,"Disruption of the manufacture of the drug.",2021-10-13,2021-11-05,No
247430,02014874,Shortage,"70% DEXTROSE INJECTION USP","BAXTER CORPORATION","70% Dextrose Injection (2000 ml)",DEXTROSE,70G,"6 ea/ca","INTRAVENOUS; INTRAVENOUS",Resolved,SOLUTION,B05BA,"I.V. SOLUTIONS",2025-01-08,2025-01-08,2025-03-14,2025-03-10,"Delay in shipping of the drug.",2025-01-10,2025-03-11,No
157772,02420333,Shortage,AA-ADEFOVIR,"AA PHARMA INC","APO-ADEFOVIR DIPIVOXIL","ADEFOVIR DIPIVOXIL",10MG,"30 BTL","ORAL; ORAL","Actual shortage",TABLET,J05AF,"DIRECT ACTING ANTIVIRALS",2022-06-30,2022-06-30,,,"Disruption of the manufacture of the drug.",2022-04-01,2024-07-02,No
157133,00784400,Shortage,AA-AMILZIDE,"AA PHARMA INC",AA-AMILZIDE,"AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE","5MG; 50MG",1000BTL,"ORAL; ORAL",Resolved,TABLET,C03EA,"DIURETICS AND POTASSIUM-SPARING AGENTS IN COMB",2022-03-25,,2022-05-05,2022-04-27,"Disruption of the manufacture of the drug.",2022-03-23,2022-04-29,No
228768,00784400,Shortage,AA-AMILZIDE,"AA PHARMA INC",AA-Amilzide,"AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE","5MG; 50MG",1000BTL,"ORAL; ORAL",Resolved,TABLET,C03EA,"DIURETICS AND POTASSIUM-SPARING AGENTS IN COMB",2024-06-01,,2024-07-25,2024-07-10,"Disruption of the manufacture of the drug.",2024-05-24,2024-07-11,No
281520,02248763,Shortage,AA-ATENIDONE,"AA PHARMA INC",ATENIDONE,"ATENOLOL; CHLORTHALIDONE","50MG; 25MG","100 BTL","ORAL; ORAL",Resolved,TABLET,C07CB,"BETA BLOCKING AGENTS AND OTHER DIURETICS",,2026-03-24,2026-06-12,2026-06-11,"Disruption of the manufacture of the drug.",2026-03-26,2026-09-10,No
288373,00771384,Shortage,AA-DILTIAZ,"AA PHARMA INC",DILTIAZEM,"DILTIAZEM HYDROCHLORIDE",60MG,"100 BTL","ORAL; ORAL",Resolved,TABLET,C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",,2026-06-30,2026-07-17,2026-07-14,"Disruption of the manufacture of the drug.",2026-07-02,2026-07-16,No
98240,02243180,Shortage,AA-FENO-MICRO,"AA PHARMA INC",AA-FENO-MICRO,FENOFIBRATE,67MG,100BTL,ORAL,Resolved,CAPSULE,C10AB,"LIPID MODIFYING AGENTS, PLAIN",2019-11-08,2019-11-08,2019-11-13,2019-11-13,"Disruption of the manufacture of the drug.",2019-11-08,2019-12-06,No
141497,02239864,Shortage,AA-FENO-MICRO,"AA PHARMA INC","AA-FENO- MICRO",FENOFIBRATE,200MG,100BTL,"ORAL; ORAL",Resolved,CAPSULE,C10AB,"LIPID MODIFYING AGENTS, PLAIN",2021-06-30,,2021-08-11,2021-08-09,"Disruption of the manufacture of the drug.",2021-06-25,2021-08-10,No
151868,02243180,Shortage,AA-FENO-MICRO,"AA PHARMA INC",AA-FENO-MICRO,FENOFIBRATE,67MG,100BTL,"ORAL; ORAL",Resolved,CAPSULE,C10AB,"LIPID MODIFYING AGENTS, PLAIN",2021-12-23,,2022-01-21,2022-01-21,"Disruption of the manufacture of the drug.",2021-12-23,2022-01-26,No
217948,02246859,Shortage,AA-FENO-SUPER,"AA PHARMA INC",FENOFIBRATE,FENOFIBRATE,100MG,"100 Bottle","ORAL; ORAL",Resolved,TABLET,C10AB,"LIPID MODIFYING AGENTS, PLAIN",2024-02-01,,2024-04-03,2024-03-18,"Disruption of the manufacture of the drug.",2024-01-31,2024-03-21,No
219018,02246860,Shortage,AA-FENO-SUPER,"AA PHARMA INC",AA-FENO-SUPER,FENOFIBRATE,160MG,"100 BTL","ORAL; ORAL",Resolved,TABLET,C10AB,"LIPID MODIFYING AGENTS, PLAIN",2024-02-07,,2024-04-03,2024-03-19,"Disruption of the manufacture of the drug.",2024-02-08,2024-03-21,No
235656,02246860,Shortage,AA-FENO-SUPER,"AA PHARMA INC","AA-FENO SUPER",FENOFIBRATE,160MG,"100 BTL","ORAL; ORAL",Resolved,TABLET,C10AB,"LIPID MODIFYING AGENTS, PLAIN",,2024-08-20,2024-08-30,2024-09-04,"Disruption of the manufacture of the drug.",2024-08-22,2024-09-05,No
192068,02470780,Shortage,AA-LANSOPRAZOLE-AMOXICILLIN-CLARITHROMYCIN,"AA PHARMA INC",AA-LANSOPRAZOLE-AMOXICILLIN-CLARITHROMYCIN,"CLARITHROMYCIN; AMOXICILLIN; LANSOPRAZOLE","500MG; 500MG; 30MG",56BLS,"ORAL; ORAL",Resolved,"TABLET; CAPSULE; KIT; CAPSULE (DELAYED RELEASE)",A02BD,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",2023-05-08,,2023-10-19,2023-10-18,"Disruption of the manufacture of the drug.",2023-05-08,2023-10-19,No
234906,02470780,Shortage,AA-LANSOPRAZOLE-AMOXICILLIN-CLARITHROMYCIN,"AA PHARMA INC",AA-Lansoprazole-Amoxicillin-Clarithromycin,"CLARITHROMYCIN; AMOXICILLIN; LANSOPRAZOLE","500MG; 500MG; 30MG",56Bls,"ORAL; ORAL",Resolved,"TABLET; CAPSULE; KIT; CAPSULE (DELAYED RELEASE)",A02BD,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",,2024-08-07,2025-03-10,2025-02-25,"Disruption of the manufacture of the drug.",2024-08-08,2025-02-27,No
121319,02272873,Shortage,"AA-LEVOCARB CR","AA PHARMA INC","AA- Levocarb CR","LEVODOPA; CARBIDOPA","100MG; 25MG",100BTL,"ORAL; ORAL",Resolved,"TABLET (EXTENDED-RELEASE)",N04BA,"DOPAMINERGIC AGENTS",,2020-07-29,2020-08-04,2020-08-04,"Disruption of the manufacture of the drug.",2020-07-29,2020-08-05,No
133794,02245211,Shortage,"AA-LEVOCARB CR","AA PHARMA INC","AA Levocarb CR","LEVODOPA; CARBIDOPA","200MG; 50MG",100BTL,"ORAL; ORAL",Resolved,"TABLET (EXTENDED-RELEASE)",N04BA,"DOPAMINERGIC AGENTS",,2021-02-11,2021-03-29,2021-03-25,"Disruption of the manufacture of the drug.",2021-02-11,2021-08-03,No
208027,02272873,Shortage,"AA-LEVOCARB CR","AA PHARMA INC","AA-Levocarb CR","CARBIDOPA; LEVODOPA","25MG; 100MG","100 BTL","ORAL; ORAL",Resolved,"TABLET (EXTENDED-RELEASE)",N04BA,"DOPAMINERGIC AGENTS",2023-10-25,,2024-01-19,2024-01-02,"Disruption of the manufacture of the drug.",2023-10-25,2024-01-03,No
208870,02245211,Shortage,"AA-LEVOCARB CR","AA PHARMA INC","AA-Levocarb CR","CARBIDOPA; LEVODOPA","50MG; 200MG","100 BTL","ORAL; ORAL",Resolved,"TABLET (EXTENDED-RELEASE)",N04BA,"DOPAMINERGIC AGENTS",2023-11-10,,2024-01-19,2024-01-02,"Disruption of the manufacture of the drug.",2023-11-01,2024-01-03,No
279637,02272873,Shortage,"AA-LEVOCARB CR","AA PHARMA INC","LEVOCARB CR","CARBIDOPA; LEVODOPA","25MG; 100MG","100 BTL","ORAL; ORAL",Resolved,"TABLET (EXTENDED-RELEASE)",N04BA,"DOPAMINERGIC AGENTS",,2026-01-27,2026-03-20,2026-03-17,"Disruption of the manufacture of the drug.",2026-03-04,2026-03-19,No
258145,02267640,Shortage,AA-MEDROXY,"AA PHARMA INC",AA-MEDROXY,"MEDROXYPROGESTERONE ACETATE",100MG,"100 BTL","ORAL; ORAL",Resolved,TABLET,G03DA,PROGESTOGENS,2025-05-21,,2025-08-04,2025-08-06,"Disruption of the manufacture of the drug.",2025-05-22,2025-08-08,No
262996,02277298,Shortage,AA-MEDROXY,"AA PHARMA INC",AA-MEDROXY,"MEDROXYPROGESTERONE ACETATE",10MG,"100 BTL","ORAL; ORAL",Resolved,TABLET,G03DA,PROGESTOGENS,2025-07-16,,2025-08-08,2025-08-06,"Disruption of the manufacture of the drug.",2025-07-17,2025-08-08,No
267349,02267640,Shortage,AA-MEDROXY,"AA PHARMA INC",AA-MEDROXY,"MEDROXYPROGESTERONE ACETATE",100MG,"100 BTL","ORAL; ORAL",Resolved,TABLET,G03DA,PROGESTOGENS,2025-09-16,,2025-11-25,2025-11-25,"Disruption of the manufacture of the drug.",2025-09-17,2025-11-27,No
289363,02277298,Shortage,AA-MEDROXY,"AA PHARMA INC",MEDROXY,"MEDROXYPROGESTERONE ACETATE",10MG,"100 BTL","ORAL; ORAL",Resolved,TABLET,G03DA,PROGESTOGENS,,2026-07-14,2026-08-14,2026-08-11,"Disruption of the manufacture of the drug.",2026-07-16,2026-08-13,No
258150,02285169,Shortage,"AA-METOPROLOL SR","AA PHARMA INC","AA-METOPROLOL SR","METOPROLOL TARTRATE",100MG,"100 BTL","ORAL; ORAL",Resolved,"TABLET (EXTENDED-RELEASE)",C07AB,"BETA BLOCKING AGENTS",2025-05-27,,2025-06-10,2025-06-04,"Disruption of the manufacture of the drug.",2025-05-22,2025-06-05,No
213143,02493268,Shortage,"AA-RISEDRONATE DR","AA PHARMA INC","AA_RISEDRONATE dr","RISEDRONATE SODIUM",35MG,30BTL,ORAL,Resolved,"TABLET (DELAYED-RELEASE)",M05BA,"DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION",2023-12-13,,2024-02-20,2024-02-20,"Disruption of the manufacture of the drug.",2023-12-13,2024-02-22,No
224320,02493268,Shortage,"AA-RISEDRONATE DR","AA PHARMA INC","AA-RISEDRONATE DR","RISEDRONATE SODIUM",35MG,"4 BLS",ORAL,Resolved,"TABLET (DELAYED-RELEASE)",M05BA,"DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION",2024-04-03,,2024-05-29,2024-05-29,"Disruption of the manufacture of the drug.",2024-04-04,2024-05-30,No
232775,02493268,Shortage,"AA-RISEDRONATE DR","AA PHARMA INC","AA-RISEDRONATE DR","RISEDRONATE SODIUM",35MG,4BLS,ORAL,Resolved,"TABLET (DELAYED-RELEASE)",M05BA,"DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION",2024-07-12,,2024-07-29,2024-07-30,"Disruption of the manufacture of the drug.",2024-07-11,2024-07-31,No
245997,02493268,Shortage,"AA-RISEDRONATE DR","AA PHARMA INC","AA-RISEDRONATE DR","RISEDRONATE SODIUM",35MG,4BLS,ORAL,Resolved,"TABLET (DELAYED-RELEASE)",M05BA,"DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION",2024-12-24,,2025-03-10,2025-03-11,"Disruption of the manufacture of the drug.",2024-12-19,2025-03-12,No
155482,02473488,Shortage,AA-TELMISARTAN-AMLODIPINE,"AA PHARMA INC",AA-TELMISARTAN-AMILODIPINE,"AMLODIPINE; TELMISARTAN","5MG; 80MG",100BTL,ORAL,"Actual shortage",TABLET,C09DB,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2022-02-23,,,,"Disruption of the manufacture of the drug.",2022-02-23,2022-09-14,No
156794,02473496,Shortage,AA-TELMISARTAN-AMLODIPINE,"AA PHARMA INC","AA TELM/AMLO","AMLODIPINE; TELMISARTAN","10MG; 80MG",100BTL,ORAL,"Actual shortage",TABLET,C09DB,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2022-04-06,,,,"Disruption of the manufacture of the drug.",2022-03-16,2022-09-14,No
242159,00692689,Shortage,"AA-THEO LA","AA PHARMA INC","AA-THEO LA",THEOPHYLLINE,100MG,"100 BTL","ORAL; ORAL",Resolved,"TABLET (EXTENDED-RELEASE)",R03DA,"OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES",2024-11-05,,2024-11-29,2024-11-29,"Disruption of the manufacture of the drug.",2024-11-07,2024-12-02,No
244126,00692697,Shortage,"AA-THEO LA","AA PHARMA INC","AA-THEO LA",THEOPHYLLINE,200MG,"100 BTL","ORAL; ORAL",Resolved,"TABLET (EXTENDED-RELEASE)",R03DA,"OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES",,2024-12-03,2025-01-20,2025-01-14,"Disruption of the manufacture of the drug.",2024-11-28,2025-01-16,No
286971,00692697,Shortage,"AA-THEO LA","AA PHARMA INC","THEOPHYLLINE LA",THEOPHYLLINE,200MG,"100 BTL","ORAL; ORAL",Resolved,"TABLET (EXTENDED-RELEASE)",R03DA,"OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES",,2026-06-09,2026-06-19,2026-06-17,"Disruption of the manufacture of the drug.",2026-06-11,2026-06-18,No
279643,00782483,Shortage,AA-VERAP,"AA PHARMA INC",VERAP,"VERAPAMIL HYDROCHLORIDE",80MG,"100 BTL","ORAL; ORAL",Resolved,TABLET,C08DA,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",,2026-03-03,2026-04-03,2026-03-31,"Disruption of the manufacture of the drug.",2026-03-04,2026-04-01,No
