"Discontinuation reports","DISCLAIMER: The information found within this file is presented in the language in which it was written and submitted."
"Report ID","Drug Identification Number","Report Type","Brand name","Company Name","Common or Proper name",Ingredients,Strength(s),"Packaging size","Route of administration","Discontinuation status","Dosage form(s)","Anatomical Therapeutical Chemical (ATC) Code","Anatomical Therapeutical Chemical (ATC) description","Discontinuation date","Anticipated discontinuation date",Reason,"Date Created","Date Updated","Tier 3"
70906,02240414,Discontinuation,"ACID CONTROL","APOTEX INC","FAMOTIDINE TAB 10MG",,,"30 BLS",,Discontinued,,,,2017-12-12,,"Business reasons",2019-01-03,2019-01-03,No
71198,02296098,Discontinuation,"ACID CONTROL","APOTEX INC","FAMOTIDINE TAB 20MG",,,"25 BLS",,Discontinued,,,,2017-12-12,,"Business reasons",2019-01-04,2019-01-04,No
71210,02296160,Discontinuation,"ACID REDUCER","APOTEX INC","RANITIDINE TAB 150MG",RANITIDINE,150MG,"24 BLS",ORAL,Discontinued,TABLET,A02BA,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",2018-03-21,,"Business reasons",2019-01-04,2019-01-04,No
65171,02376520,Discontinuation,"ACT CANDESARTAN","ACTAVIS PHARMA COMPANY",CANDESARTAN,"CANDESARTAN CILEXETIL",4MG,100,ORAL,Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-03-30,,"Business reasons",2018-10-22,2018-10-22,No
65050,02388650,Discontinuation,"ACT CANDESARTAN/HCT","ACTAVIS PHARMA COMPANY",CANDESARTAN/HCTZ,,,30,,Discontinued,,,,2018-01-31,,"Business reasons",2018-10-19,2018-10-19,No
65052,02388650,Discontinuation,"ACT CANDESARTAN/HCT","ACTAVIS PHARMA COMPANY",CANDESARTAN/HCTZ,,,100,,Discontinued,,,,2018-01-31,,"Business reasons",2018-10-19,2018-10-19,No
123648,02420155,Discontinuation,"ACT CELECOXIB","TEVA CANADA LIMITED","CELECOXIB 100MG CAPS",CELECOXIB,100MG,100,"ORAL; ORAL","To be discontinued",CAPSULE,M01AH,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",,2021-02-28,"Business reasons",2020-09-03,2020-09-03,No
123651,02420163,Discontinuation,"ACT CELECOXIB","TEVA CANADA LIMITED","CELECOXIB 200MG CAP",CELECOXIB,200MG,"100's & 500's","ORAL; ORAL","To be discontinued",CAPSULE,M01AH,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",,2021-02-28,"Business reasons",2020-09-03,2020-09-03,No
133874,02420163,Discontinuation,"ACT CELECOXIB","TEVA CANADA LIMITED","CELECOXIB 200MG CAPS",CELECOXIB,200MG,100,"ORAL; ORAL",Discontinued,CAPSULE,M01AH,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",2021-02-05,,"Business reasons",2021-02-12,2021-02-12,No
133880,02420155,Discontinuation,"ACT CELECOXIB","TEVA CANADA LIMITED","CELECOXIB 100MG CAPSULES  500",CELECOXIB,100MG,"500's & 100's","ORAL; ORAL",Discontinued,CAPSULE,M01AH,"ANTIINFLAMMATORY/ANTIRHEUMATIC PROD.,NON-STEROIDS",2021-02-05,,"Business reasons",2021-02-12,2021-02-12,No
65065,02303027,Discontinuation,"ACT CLOPIDOGREL","ACTAVIS PHARMA COMPANY",CLOPIDOGREL,,,30,,Discontinued,,,,2018-02-28,,"Business reasons",2018-10-19,2018-10-19,No
81381,02370611,Discontinuation,"ACT DILTIAZEM CD","TEVA CANADA LIMITED","DILTIAZEM CD","DILTIAZEM HYDROCHLORIDE",120MG,500,ORAL,Discontinued,"CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",2019-01-09,,"Business reasons",2019-04-11,2019-04-11,No
81418,02370638,Discontinuation,"ACT DILTIAZEM CD","TEVA CANADA LIMITED","DILTIAZEM CD","DILTIAZEM HYDROCHLORIDE",180MG,500,ORAL,Discontinued,"CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",2019-03-15,,"Business reasons",2019-04-11,2019-04-11,No
142915,02370611,Discontinuation,"ACT DILTIAZEM CD","TEVA CANADA LIMITED","DILTIAZEM CD 120MG CAP","DILTIAZEM HYDROCHLORIDE",120MG,100,"ORAL; ORAL",Discontinued,"CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",2021-03-10,,"Business reasons",2021-07-22,2021-07-22,No
142918,02370654,Discontinuation,"ACT DILTIAZEM CD","TEVA CANADA LIMITED","DILTIAZEM CD 300MG CAP","DILTIAZEM HYDROCHLORIDE",300MG,100,"ORAL; ORAL",Discontinued,"CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",2021-03-10,,"Business reasons",2021-07-22,2021-07-22,No
142921,02370638,Discontinuation,"ACT DILTIAZEM CD","TEVA CANADA LIMITED","DILTIAZEM CD 180MG CAP","DILTIAZEM HYDROCHLORIDE",180MG,100,"ORAL; ORAL",Discontinued,"CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",2021-03-10,,"Business reasons",2021-07-22,2021-07-22,No
115114,02370522,Discontinuation,"ACT DILTIAZEM T","ACTAVIS PHARMA COMPANY","ACT DILTIAZEM T 360MG","DILTIAZEM HYDROCHLORIDE",360MG,100,"ORAL; ORAL",Discontinued,"CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",2020-05-08,2020-05-08,"Business reasons",2020-05-14,2020-05-14,No
115117,02370441,Discontinuation,"ACT DILTIAZEM T","ACTAVIS PHARMA COMPANY","DILTIAZEM T 120MG TAB","DILTIAZEM HYDROCHLORIDE",120MG,100,"ORAL; ORAL",Discontinued,"CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",2020-05-08,2020-05-08,"Business reasons",2020-05-14,2020-05-14,No
115120,02370492,Discontinuation,"ACT DILTIAZEM T","ACTAVIS PHARMA COMPANY","ACT- DILTIAZEM T 180MG TAB","DILTIAZEM HYDROCHLORIDE",180MG,100,"ORAL; ORAL",Discontinued,"CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",2020-05-08,2020-05-08,"Business reasons",2020-05-14,2020-05-14,No
115123,02370506,Discontinuation,"ACT DILTIAZEM T","ACTAVIS PHARMA COMPANY","DILTIAZEM T 240MG TAB","DILTIAZEM HYDROCHLORIDE",240MG,100,"ORAL; ORAL",Discontinued,"CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",2020-05-08,2020-05-08,"Business reasons",2020-05-14,2020-05-14,No
115126,02370514,Discontinuation,"ACT DILTIAZEM T","ACTAVIS PHARMA COMPANY","DILTIAZEM T 300MG TAB","DILTIAZEM HYDROCHLORIDE",300MG,100,"ORAL; ORAL",Discontinued,"CAPSULE (EXTENDED RELEASE)",C08DB,"SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF",2020-05-08,2020-05-08,"Business reasons",2020-05-14,2020-05-14,No
64872,02397625,Discontinuation,"ACT DONEPEZIL ODT","TEVA CANADA LIMITED","DONEPEZIL OD","DONEPEZIL HYDROCHLORIDE",10MG,28,ORAL,Discontinued,"TABLET (ORALLY DISINTEGRATING)",N06DA,"ANTI-DEMENTIA DRUGS",2018-05-31,,"Business reasons",2018-10-19,2018-10-19,No
64875,02397617,Discontinuation,"ACT DONEPEZIL ODT","TEVA CANADA LIMITED","DONEPEZIL OD","DONEPEZIL HYDROCHLORIDE",5MG,28,ORAL,Discontinued,"TABLET (ORALLY DISINTEGRATING)",N06DA,"ANTI-DEMENTIA DRUGS",2018-05-31,,"Business reasons",2018-10-19,2018-10-19,No
258586,02404389,Discontinuation,"ACT DORZOTIMOLOL","TEVA CANADA LIMITED","ACT DORZOTIMOLOL","TIMOLOL; DORZOLAMIDE","5MG; 20MG",10,"OPHTHALMIC; OPHTHALMIC",Discontinued,SOLUTION,S01ED,"ANTIGLAUCOMA PREPARATIONS AND MIOTICS",2019-05-01,,"Business reasons",2025-05-28,2025-05-28,No
258580,02412691,Discontinuation,"ACT DUTASTERIDE","TEVA CANADA LIMITED","ACT DUTASTERIDE",DUTASTERIDE,0.5MG,"100, 30","ORAL; ORAL",Discontinued,CAPSULE,G04CB,"DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY",2019-05-01,,"Business reasons",2025-05-28,2025-05-28,No
258676,02291894,Discontinuation,"ACT ENALAPRIL","TEVA CANADA LIMITED","ACT ENALAPRIL","ENALAPRIL SODIUM",8MG,500,"ORAL; ORAL",Discontinued,TABLET,C09AA,"ACE INHIBITORS, PLAIN",2017-04-07,,"Business reasons",2025-05-28,2025-05-28,No
258682,02291886,Discontinuation,"ACT ENALAPRIL","TEVA CANADA LIMITED","ACT ENALAPRIL","ENALAPRIL SODIUM",4MG,30,"ORAL; ORAL",Discontinued,TABLET,C09AA,"ACE INHIBITORS, PLAIN",2017-04-07,,"Business reasons",2025-05-28,2025-05-28,No
64520,02313561,Discontinuation,"ACT ESCITALOPRAM","TEVA CANADA LIMITED",ESCITALOPRAM,,,100,,Discontinued,,,,2018-01-31,,"Business reasons",2018-10-17,2018-10-17,No
64526,02313561,Discontinuation,"ACT ESCITALOPRAM","TEVA CANADA LIMITED",ESCITALOPRAM,,,30,,Discontinued,,,,2018-01-31,,"Business reasons",2018-10-17,2018-10-17,No
64529,02313561,Discontinuation,"ACT ESCITALOPRAM","TEVA CANADA LIMITED",ESCITALOPRAM,,,500,,Discontinued,,,,2018-01-31,,"Business reasons",2018-10-17,2018-10-17,No
64532,02313588,Discontinuation,"ACT ESCITALOPRAM","TEVA CANADA LIMITED",ESCITALOPRAM,,,100,,Discontinued,,,,2018-01-31,,"Business reasons",2018-10-17,2018-10-17,No
64535,02313588,Discontinuation,"ACT ESCITALOPRAM","TEVA CANADA LIMITED",ESCITALOPRAM,,,30,,Discontinued,,,,2018-01-31,,"Business reasons",2018-10-17,2018-10-17,No
76486,02263866,Discontinuation,"ACT ETIDROCAL","ACTAVIS PHARMA COMPANY",ETIDROCAL,"ETIDRONATE DISODIUM; CALCIUM","400MG; 500MG",90,ORAL,Discontinued,TABLET,M05BB,"DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION",2019-02-28,2019-02-28,"Business reasons",2019-02-21,2019-03-01,No
65281,02354462,Discontinuation,"ACT FINASTERIDE","ACTAVIS PHARMA COMPANY",FINASTERIDE,FINASTERIDE,5MG,30,ORAL,Discontinued,TABLET,G04CB,"DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY",2018-05-31,,"Business reasons",2018-10-22,2018-10-22,No
258697,02281260,Discontinuation,"ACT FLUCONAZOLE","TEVA CANADA LIMITED",ACT-FLUCONAZOLE,FLUCONAZOLE,50MG,50,"ORAL; ORAL",Discontinued,TABLET,J02AC,"ANTIMYCOTICS FOR SYSTEMIC USE",2024-12-20,,"Business reasons",2025-05-28,2025-05-28,No
258703,02281279,Discontinuation,"ACT FLUCONAZOLE","TEVA CANADA LIMITED",ACT-FLUCONAZOLE,FLUCONAZOLE,100MG,50,"ORAL; ORAL",Discontinued,TABLET,J02AC,"ANTIMYCOTICS FOR SYSTEMIC USE",2024-12-20,,"Business reasons",2025-05-28,2025-05-28,No
63998,02433117,Discontinuation,"ACT GEMCITABINE","ACTAVIS PHARMA COMPANY",GEMCITABINE,GEMCITABINE,38MG,1,INTRAVENOUS,Discontinued,SOLUTION,L01BC,ANTIMETABOLITES,2018-06-30,,"Business reasons",2018-10-12,2018-10-12,No
65068,02357399,Discontinuation,"ACT IRBESARTAN/HCT","ACTAVIS PHARMA COMPANY",IRBESARTAN/HCT,,,100,,Discontinued,,,,2018-02-28,,"Business reasons",2018-10-19,2018-10-19,No
65071,02357402,Discontinuation,"ACT IRBESARTAN/HCT","ACTAVIS PHARMA COMPANY",IRBESARTAN/HCT,,,100,,Discontinued,,,,2018-02-28,,"Business reasons",2018-10-19,2018-10-19,No
65074,02357410,Discontinuation,"ACT IRBESARTAN/HCT","ACTAVIS PHARMA COMPANY",IRBESARTAN/HCT,,,100,,Discontinued,,,,2018-02-28,,"Business reasons",2018-10-19,2018-10-19,No
104304,02274191,Discontinuation,"ACT LEVETIRACETAM","TEVA CANADA LIMITED","ACT-LEVETIRACETAM 500MG FC TAB",LEVETIRACETAM,500MG,100,ORAL,Discontinued,TABLET,N03AX,ANTIEPILEPTICS,2019-12-05,,"Business reasons",2020-01-24,2020-01-24,No
266377,02315424,Discontinuation,"ACT LEVOFLOXACIN","TEVA CANADA LIMITED","LEVOFLOXACIN 250MG",LEVOFLOXACIN,250MG,50,"ORAL; ORAL",Discontinued,TABLET,J01MA,"QUINOLONE ANTIBACTERIALS",2025-08-28,,"Business reasons",2025-09-02,2025-09-02,No
266380,02315432,Discontinuation,"ACT LEVOFLOXACIN","TEVA CANADA LIMITED","LEVOFLOXACIN 500MG",LEVOFLOXACIN,500MG,100,"ORAL; ORAL",Discontinued,TABLET,J01MA,"QUINOLONE ANTIBACTERIALS",2025-08-28,,"Business reasons",2025-09-02,2025-09-02,No
266383,02315440,Discontinuation,"ACT LEVOFLOXACIN","TEVA CANADA LIMITED","LEVOFLOXACIN 750MG",LEVOFLOXACIN,750MG,50,"ORAL; ORAL",Discontinued,TABLET,J01MA,"QUINOLONE ANTIBACTERIALS",2025-08-28,,"Business reasons",2025-09-02,2025-09-02,No
65121,02271451,Discontinuation,"ACT LISINOPRIL","ACTAVIS PHARMA COMPANY",LISINOPRIL,,,100,,Discontinued,,,,2018-02-28,,"Business reasons",2018-10-22,2018-10-22,No
65124,02271478,Discontinuation,"ACT LISINOPRIL","ACTAVIS PHARMA COMPANY",LISINOPRIL,,,100,,Discontinued,,,,2018-02-28,,"Business reasons",2018-10-22,2018-10-22,No
65127,02271443,Discontinuation,"ACT LISINOPRIL","ACTAVIS PHARMA COMPANY",LISINOPRIL,,,100,,Discontinued,,,,2018-02-28,,"Business reasons",2018-10-22,2018-10-22,No
65130,02354845,Discontinuation,"ACT LOSARTAN","ACTAVIS PHARMA COMPANY",LOSARTAN,"LOSARTAN POTASSIUM",100MG,30,ORAL,Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-02-28,,"Business reasons",2018-10-22,2018-10-22,No
65133,02354829,Discontinuation,"ACT LOSARTAN","ACTAVIS PHARMA COMPANY",LOSARTAN,"LOSARTAN POTASSIUM",25MG,100,ORAL,Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-02-28,,"Business reasons",2018-10-22,2018-10-22,No
65136,02354829,Discontinuation,"ACT LOSARTAN","ACTAVIS PHARMA COMPANY",LOSARTAN,"LOSARTAN POTASSIUM",25MG,30,ORAL,Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-02-28,,"Business reasons",2018-10-22,2018-10-22,No
65312,02354845,Discontinuation,"ACT LOSARTAN","ACTAVIS PHARMA COMPANY",LOSARTAN,"LOSARTAN POTASSIUM",100MG,100,ORAL,Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-07-31,,"Business reasons",2018-10-22,2018-10-22,No
65315,02354837,Discontinuation,"ACT LOSARTAN","ACTAVIS PHARMA COMPANY",LOSARTAN,"LOSARTAN POTASSIUM",50MG,100,ORAL,Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-07-31,,"Business reasons",2018-10-22,2018-10-22,No
65319,02354837,Discontinuation,"ACT LOSARTAN","ACTAVIS PHARMA COMPANY",LOSARTAN,"LOSARTAN POTASSIUM",50MG,30,ORAL,Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2018-07-31,,"Business reasons",2018-10-22,2018-10-22,No
97581,02393603,Discontinuation,"ACT NABILONE","ACTAVIS PHARMA COMPANY","NABILONE 1MG CAPSULES",NABILONE,1MG,"50's &100's",ORAL,Discontinued,CAPSULE,A04AD,"ANTIEMETICS AND ANTINAUSEANTS",2019-10-31,2019-10-31,"Business reasons",2019-10-31,2019-11-01,No
126452,02393581,Discontinuation,"ACT NABILONE","TEVA CANADA LIMITED","ACT-NABILONE 0.5 MG CAPS",NABILONE,0.5MG,100,"ORAL; ORAL",Discontinued,CAPSULE,A04AD,"ANTIEMETICS AND ANTINAUSEANTS",2020-08-21,2020-08-21,"Business reasons",2020-10-15,2020-10-15,No
146066,02393581,Discontinuation,"ACT NABILONE","TEVA CANADA LIMITED","NABILONE 0.5MG CAPSULES",NABILONE,0.5MG,50,"ORAL; ORAL",Discontinued,CAPSULE,A04AD,"ANTIEMETICS AND ANTINAUSEANTS",2021-09-10,,"Business reasons",2021-09-23,2021-09-23,No
97256,02327562,Discontinuation,"ACT OLANZAPINE ODT","TEVA CANADA LIMITED","OLANZAPINE 5MG ODT",OLANZAPINE,5MG,30,ORAL,Discontinued,"TABLET (ORALLY DISINTEGRATING)",N05AH,ANTIPSYCHOTICS,2019-10-25,,"Business reasons",2019-10-25,2019-10-26,No
104277,02327589,Discontinuation,"ACT OLANZAPINE ODT","TEVA CANADA LIMITED","OLANZAPINE 15MG OD TABLETS",OLANZAPINE,15MG,30UD,ORAL,Discontinued,"TABLET (ORALLY DISINTEGRATING)",N05AH,ANTIPSYCHOTICS,2019-12-05,,"Business reasons",2020-01-24,2020-01-24,No
117497,02442191,Discontinuation,"ACT OLMESARTAN","TEVA CANADA LIMITED","OLMESARTAN 20MG FC TAB","OLMESARTAN MEDOXOMIL",20MG,"100's and 30's","ORAL; ORAL",Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2020-06-08,,"Business reasons",2020-06-11,2020-06-11,No
117500,02442205,Discontinuation,"ACT OLMESARTAN","TEVA CANADA LIMITED","OLMESARTAN 40MG FC TAB","OLMESARTAN MEDOXOMIL",40MG,"100's and 30's","ORAL; ORAL",Discontinued,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",2020-06-08,,"Business reasons",2020-06-11,2020-06-11,No
117513,02443112,Discontinuation,"ACT OLMESARTAN HCT","TEVA CANADA LIMITED","OLMESARTAN/HCTZ 20/12.5MG FC TAB","OLMESARTAN MEDOXOMIL; HYDROCHLOROTHIAZIDE","20MG; 12.5MG","30's and 100's","ORAL; ORAL",Discontinued,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2020-06-08,,"Business reasons",2020-06-11,2020-06-11,No
117516,02443120,Discontinuation,"ACT OLMESARTAN HCT","TEVA CANADA LIMITED","OLMESARTAN/HCTZ 40/12.5MG FC TABLET","OLMESARTAN MEDOXOMIL; HYDROCHLOROTHIAZIDE","40MG; 12.5MG","30's and 100's","ORAL; ORAL",Discontinued,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2020-06-08,,"Business reasons",2020-06-11,2020-06-11,No
117519,02443139,Discontinuation,"ACT OLMESARTAN HCT","TEVA CANADA LIMITED","OLMESARTAN/HCTZ 40/25MG FC TABLETS","OLMESARTAN MEDOXOMIL; HYDROCHLOROTHIAZIDE","40MG; 25MG","100's and 30's","ORAL; ORAL",Discontinued,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",2020-06-08,,"Business reasons",2020-06-11,2020-06-11,No
63983,02394189,Discontinuation,"ACT OXYCODONE CR","ACTAVIS PHARMA COMPANY",OXYCODONE,"OXYCODONE HYDROCHLORIDE",10MG,100,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",N02AA,OPIOIDS,2018-06-30,,"Business reasons",2018-10-12,2018-10-12,No
63986,02394197,Discontinuation,"ACT OXYCODONE CR","ACTAVIS PHARMA COMPANY",OXYCODONE,"OXYCODONE HYDROCHLORIDE",20MG,100,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",N02AA,OPIOIDS,2018-06-30,,"Business reasons",2018-10-12,2018-10-12,No
63989,02394200,Discontinuation,"ACT OXYCODONE CR","ACTAVIS PHARMA COMPANY",OXYCODONE,"OXYCODONE HYDROCHLORIDE",40MG,100,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",N02AA,OPIOIDS,2018-06-30,,"Business reasons",2018-10-12,2018-10-12,No
63992,02394219,Discontinuation,"ACT OXYCODONE CR","ACTAVIS PHARMA COMPANY",OXYCODONE,"OXYCODONE HYDROCHLORIDE",80MG,100,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",N02AA,OPIOIDS,2018-06-30,,"Business reasons",2018-10-12,2018-10-12,No
65328,02394170,Discontinuation,"ACT OXYCODONE CR","ACTAVIS PHARMA COMPANY",OXYCODONE,"OXYCODONE HYDROCHLORIDE",5MG,100,ORAL,Discontinued,"TABLET (EXTENDED-RELEASE)",N02AA,OPIOIDS,2018-08-30,,"Business reasons",2018-10-22,2018-10-22,No
65057,02262762,Discontinuation,"ACT PAROXETINE","ACTAVIS PHARMA COMPANY",PAROXETINE,PAROXETINE,30MG,100,ORAL,Discontinued,TABLET,N06AB,ANTIDEPRESSANTS,2018-01-31,,"Business reasons",2018-10-19,2018-10-19,No
65061,02262746,Discontinuation,"ACT PAROXETINE","ACTAVIS PHARMA COMPANY",PAROXETINE,PAROXETINE,10MG,100,ORAL,Discontinued,TABLET,N06AB,ANTIDEPRESSANTS,2018-01-31,,"Business reasons",2018-10-19,2018-10-19,No
104300,02262754,Discontinuation,"ACT PAROXETINE","ACTAVIS PHARMA COMPANY","PAROXETINE TABLETS",PAROXETINE,20MG,500,ORAL,Discontinued,TABLET,N06AB,ANTIDEPRESSANTS,2020-01-23,,"Business reasons",2020-01-24,2020-01-24,No
65210,02402920,Discontinuation,"ACT PREGABALIN","ACTAVIS PHARMA COMPANY",PREGABALIN,PREGABALIN,50MG,100,ORAL,Discontinued,CAPSULE,N03AX,ANTIEPILEPTICS,2018-04-30,,"Business reasons",2018-10-22,2018-10-22,No
65224,02402955,Discontinuation,"ACT PREGABALIN","ACTAVIS PHARMA COMPANY",PREGABALIN,PREGABALIN,150MG,100,ORAL,Discontinued,CAPSULE,N03AX,ANTIEPILEPTICS,2018-04-30,,"Business reasons",2018-10-22,2018-10-22,No
65227,02402912,Discontinuation,"ACT PREGABALIN","ACTAVIS PHARMA COMPANY",PREGABALIN,PREGABALIN,25MG,100,ORAL,Discontinued,CAPSULE,N03AX,ANTIEPILEPTICS,2018-04-30,,"Business reasons",2018-10-22,2018-10-22,No
65232,02402998,Discontinuation,"ACT PREGABALIN","ACTAVIS PHARMA COMPANY",PREGABALIN,PREGABALIN,300MG,100,ORAL,Discontinued,CAPSULE,N03AX,ANTIEPILEPTICS,2018-04-30,,"Business reasons",2018-10-22,2018-10-22,No
65236,02402939,Discontinuation,"ACT PREGABALIN","ACTAVIS PHARMA COMPANY",PREGABALIN,PREGABALIN,75MG,100,ORAL,Discontinued,CAPSULE,N03AX,ANTIEPILEPTICS,2018-04-30,,"Business reasons",2018-10-22,2018-10-22,No
65239,02402971,Discontinuation,"ACT PREGABALIN","ACTAVIS PHARMA COMPANY",PREGABALIN,PREGABALIN,225MG,100,ORAL,Discontinued,CAPSULE,N03AX,ANTIEPILEPTICS,2018-04-30,,"Business reasons",2018-10-22,2018-10-22,No
65242,02402920,Discontinuation,"ACT PREGABALIN","ACTAVIS PHARMA COMPANY",PREGABALIN,PREGABALIN,50MG,500,ORAL,Discontinued,CAPSULE,N03AX,ANTIEPILEPTICS,2018-04-30,,"Business reasons",2018-10-22,2018-10-22,No
65245,02402912,Discontinuation,"ACT PREGABALIN","ACTAVIS PHARMA COMPANY",PREGABALIN,PREGABALIN,25MG,500,ORAL,Discontinued,CAPSULE,N03AX,ANTIEPILEPTICS,2018-04-30,,"Business reasons",2018-10-22,2018-10-22,No
65248,02402939,Discontinuation,"ACT PREGABALIN","ACTAVIS PHARMA COMPANY",PREGABALIN,PREGABALIN,75MG,500,ORAL,Discontinued,CAPSULE,N03AX,ANTIEPILEPTICS,2018-04-30,,"Business reasons",2018-10-22,2018-10-22,No
65251,02402955,Discontinuation,"ACT PREGABALIN","ACTAVIS PHARMA COMPANY",PREGABALIN,PREGABALIN,150MG,500,ORAL,Discontinued,CAPSULE,N03AX,ANTIEPILEPTICS,2018-04-30,,"Business reasons",2018-10-22,2018-10-22,No
256082,02446820,Discontinuation,"ACT PROGESTERONE INJECTION","TEVA CANADA LIMITED","PROGESTERONE INJECTION 500MG/10ML",PROGESTERONE,50MG,1,"INTRAMUSCULAR; INTRAMUSCULAR",Discontinued,SOLUTION,G03DA,PROGESTOGENS,2025-04-07,,"Business reasons",2025-04-29,2025-04-29,No
258417,02446820,Discontinuation,"ACT PROGESTERONE INJECTION","TEVA CANADA LIMITED","ACT PROGESTERONE INJECTION",PROGESTERONE,50MG,INJ,"INTRAMUSCULAR; INTRAMUSCULAR",Discontinued,SOLUTION,G03DA,PROGESTOGENS,2025-04-07,,"Business reasons",2025-05-28,2025-05-28,No
258643,02316129,Discontinuation,"ACT QUETIAPINE","TEVA CANADA LIMITED","ACT QUETIAPINE",QUETIAPINE,300MG,500,"ORAL; ORAL",Discontinued,TABLET,N05AH,ANTIPSYCHOTICS,2017-01-19,,"Business reasons",2025-05-28,2025-05-28,No
258648,02316110,Discontinuation,"ACT QUETIAPINE","TEVA CANADA LIMITED","ACT QUETIAPINE",QUETIAPINE,200MG,500,"ORAL; ORAL",Discontinued,TABLET,N05AH,ANTIPSYCHOTICS,2017-01-19,,"Business reasons",2025-05-28,2025-05-28,No
63995,02295482,Discontinuation,"ACT RAMIPRIL","ACTAVIS PHARMA COMPANY",RAMIPRIL,RAMIPRIL,1.25MG,100,ORAL,Discontinued,CAPSULE,C09AA,"ACE INHIBITORS, PLAIN",2018-06-30,,"Business reasons",2018-10-12,2018-10-12,No
65139,02295504,Discontinuation,"ACT RAMIPRIL","ACTAVIS PHARMA COMPANY",RAMIPRIL,RAMIPRIL,5MG,500,ORAL,Discontinued,CAPSULE,C09AA,"ACE INHIBITORS, PLAIN",2018-02-28,,"Business reasons",2018-10-22,2018-10-22,No
65143,02295504,Discontinuation,"ACT RAMIPRIL","ACTAVIS PHARMA COMPANY",RAMIPRIL,RAMIPRIL,5MG,100,ORAL,Discontinued,CAPSULE,C09AA,"ACE INHIBITORS, PLAIN",2018-02-28,,"Business reasons",2018-10-22,2018-10-22,No
65146,02295504,Discontinuation,"ACT RAMIPRIL","ACTAVIS PHARMA COMPANY",RAMIPRIL,RAMIPRIL,5MG,30,ORAL,Discontinued,CAPSULE,C09AA,"ACE INHIBITORS, PLAIN",2018-02-28,,"Business reasons",2018-10-22,2018-10-22,No
115079,02248570,Discontinuation,"ACT RANITIDINE","TEVA CANADA LIMITED","RANITIDINE 150MG TAB",RANITIDINE,150MG,"60 Bot, 60 U/D, 100, 500","ORAL; ORAL",Discontinued,TABLET,A02BA,"DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE (GERD)",2020-05-08,2020-05-08,"Business reasons",2020-05-14,2020-05-14,No
